rownum,bioassay_id,material_id,cell_type_id,nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_type,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi
639,52,41,33,Iron oxide,I,BSA,12.0,0.3502481177,,HepG2,L,H,Human,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,86.55028,N,Y,N,2009,23,10.1039/B901616C
640,52,41,33,Iron oxide,I,BSA,12.0,0.7004962355,,HepG2,L,H,Human,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,79.64488,N,Y,N,2009,23,10.1039/B901616C
641,52,41,33,Iron oxide,I,BSA,12.0,1.400992471,,HepG2,L,H,Human,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,75.76418,N,Y,N,2009,23,10.1039/B901616C
642,52,41,33,Iron oxide,I,BSA,12.0,2.801984942,,HepG2,L,H,Human,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,38.179634,N,Y,N,2009,23,10.1039/B901616C
643,53,41,34,Iron oxide,I,BSA,12.0,0.1751240589,,GH3,L,A,Rat,Epithelial,A,pituitary gland,6,Alamar Blue,Alamar blue,cell metabolic activity,99.99025,N,Y,N,2009,23,10.1039/B901616C
644,53,41,34,Iron oxide,I,BSA,12.0,0.3502481177,,GH3,L,A,Rat,Epithelial,A,pituitary gland,6,Alamar Blue,Alamar blue,cell metabolic activity,108.20964,N,Y,N,2009,23,10.1039/B901616C
645,53,41,34,Iron oxide,I,BSA,12.0,0.7004962355,,GH3,L,A,Rat,Epithelial,A,pituitary gland,6,Alamar Blue,Alamar blue,cell metabolic activity,114.267265,N,Y,N,2009,23,10.1039/B901616C
646,53,41,34,Iron oxide,I,BSA,12.0,1.400992471,,GH3,L,A,Rat,Epithelial,A,pituitary gland,6,Alamar Blue,Alamar blue,cell metabolic activity,97.42418,N,Y,N,2009,23,10.1039/B901616C
647,53,41,34,Iron oxide,I,BSA,12.0,2.801984942,,GH3,L,A,Rat,Epithelial,A,pituitary gland,6,Alamar Blue,Alamar blue,cell metabolic activity,54.22169,N,Y,N,2009,23,10.1039/B901616C
648,54,41,35,Iron oxide,I,BSA,12.0,0.1751240589,,MCF7,L,H,Human,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,106.52736,N,Y,N,2009,23,10.1039/B901616C
649,54,41,35,Iron oxide,I,BSA,12.0,0.3502481177,,MCF7,L,H,Human,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,101.78246,N,Y,N,2009,23,10.1039/B901616C
650,54,41,35,Iron oxide,I,BSA,12.0,0.7004962355,,MCF7,L,H,Human,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,105.678314,N,Y,N,2009,23,10.1039/B901616C
651,54,41,35,Iron oxide,I,BSA,12.0,1.400992471,,MCF7,L,H,Human,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,100.06985,N,Y,N,2009,23,10.1039/B901616C
652,54,41,35,Iron oxide,I,BSA,12.0,2.801984942,,MCF7,L,H,Human,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,47.361145,N,Y,N,2009,23,10.1039/B901616C
653,55,41,36,Iron oxide,I,BSA,12.0,0.1751240589,,CDBgeo,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,95.7779,N,Y,N,2009,23,10.1039/B901616C
654,55,41,36,Iron oxide,I,BSA,12.0,0.3502481177,,CDBgeo,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,98.81082,N,Y,N,2009,23,10.1039/B901616C
655,55,41,36,Iron oxide,I,BSA,12.0,0.7004962355,,CDBgeo,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,97.954834,N,Y,N,2009,23,10.1039/B901616C
656,55,41,36,Iron oxide,I,BSA,12.0,1.400992471,,CDBgeo,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,92.77783,N,Y,N,2009,23,10.1039/B901616C
657,55,41,36,Iron oxide,I,BSA,12.0,2.801984942,,CDBgeo,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,27.53884,N,Y,N,2009,23,10.1039/B901616C
658,56,41,37,Iron oxide,I,BSA,12.0,0.1751240589,,TD,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,100.5866,N,Y,N,2009,23,10.1039/B901616C
659,56,41,37,Iron oxide,I,BSA,12.0,0.3502481177,,TD,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,104.91329,N,Y,N,2009,23,10.1039/B901616C
660,56,41,37,Iron oxide,I,BSA,12.0,0.7004962355,,TD,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,100.16903,N,Y,N,2009,23,10.1039/B901616C
661,56,41,37,Iron oxide,I,BSA,12.0,1.400992471,,TD,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,98.01674,N,Y,N,2009,23,10.1039/B901616C
662,56,41,37,Iron oxide,I,BSA,12.0,2.801984942,,TD,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,56.110554,N,Y,N,2009,23,10.1039/B901616C
663,57,41,38,Iron oxide,I,BSA,12.0,0.1751240589,,V14,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,98.91,N,Y,N,2009,23,10.1039/B901616C
664,57,41,38,Iron oxide,I,BSA,12.0,0.3502481177,,V14,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,100.214516,N,Y,N,2009,23,10.1039/B901616C
665,57,41,38,Iron oxide,I,BSA,12.0,0.7004962355,,V14,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,95.038155,N,Y,N,2009,23,10.1039/B901616C
666,57,41,38,Iron oxide,I,BSA,12.0,1.400992471,,V14,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,91.15683,N,Y,N,2009,23,10.1039/B901616C
667,57,41,38,Iron oxide,I,BSA,12.0,2.801984942,,V14,L,A,Mouse,Epithelial,A,Breast,6,Alamar Blue,Alamar blue,cell metabolic activity,65.6711,N,Y,N,2009,23,10.1039/B901616C
668,58,42,39,Iron oxide,I,alginate,30.0,0.002241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,12,Alamar blue,Alamar blue,cell metabolic activity,125.0,N,N,N,2009,24,10.1089/ten.tec.2009.0280
669,58,42,39,Iron oxide,I,alginate,30.0,0.002241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,36,Alamar blue,Alamar blue,cell metabolic activity,104.96454,N,N,N,2009,24,10.1089/ten.tec.2009.0280
670,58,42,39,Iron oxide,I,alginate,30.0,0.002241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,60,Alamar blue,Alamar blue,cell metabolic activity,96.4539,N,N,N,2009,24,10.1089/ten.tec.2009.0280
671,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,12,Alamar blue,Alamar blue,cell metabolic activity,97.87234,N,N,N,2009,24,10.1089/ten.tec.2009.0280
672,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,36,Alamar blue,Alamar blue,cell metabolic activity,81.56029,N,N,N,2009,24,10.1089/ten.tec.2009.0280
673,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,60,Alamar blue,Alamar blue,cell metabolic activity,74.11347,N,N,N,2009,24,10.1089/ten.tec.2009.0280
674,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,24,Alamar blue,Alamar blue,cell metabolic activity,84.69324,N,N,N,2009,24,10.1089/ten.tec.2009.0280
675,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,48,Alamar blue,Alamar blue,cell metabolic activity,74.03898,N,N,N,2009,24,10.1089/ten.tec.2009.0280
676,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,72,Alamar blue,Alamar blue,cell metabolic activity,67.576324,N,N,N,2009,24,10.1089/ten.tec.2009.0280
677,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,96,Alamar blue,Alamar blue,cell metabolic activity,68.59861,N,N,N,2009,24,10.1089/ten.tec.2009.0280
678,58,42,39,Iron oxide,I,alginate,30.0,0.02241587953,,PAECs,P,A,Pig,Endothelial,A,Aorta,144,Alamar blue,Alamar blue,cell metabolic activity,64.980354,N,N,N,2009,24,10.1089/ten.tec.2009.0280
679,59,43,40,Iron oxide,I,,14.0,0.1102822062,,A549,L,H,Human,Epithelial,A,Lung,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,63.070538,N,N,N,2010,25,10.1007/s00449-009-0354-5
680,60,43,41,Iron oxide,I,,14.0,0.1102822062,,MCF7,L,H,Human,Epithelial,A,Breast,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,73.029045,N,N,N,2010,25,10.1007/s00449-009-0354-5
681,61,43,42,Iron oxide,I,,14.0,0.1102822062,,T98G,L,H,Human,Fibroblast,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,76.34855,N,N,N,2010,25,10.1007/s00449-009-0354-5
682,59,43,40,Iron oxide,I,,14.0,0.1102822062,,A549,L,H,Human,Epithelial,A,Lung,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,81.47948,N,N,N,2010,25,10.1007/s00449-009-0354-5
683,60,43,41,Iron oxide,I,,14.0,0.1102822062,,MCF7,L,H,Human,Epithelial,A,Breast,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.015015,N,N,N,2010,25,10.1007/s00449-009-0354-5
684,61,43,42,Iron oxide,I,,14.0,0.1102822062,,T98G,L,H,Human,Fibroblast,A,Brain,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,93.21722,N,N,N,2010,25,10.1007/s00449-009-0354-5
685,62,44,43,Iron oxide,I,COOH,20.0,0.0005,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.803925,N,N,N,2012,26,10.1007/s10856-012-4716-1
686,62,44,43,Iron oxide,I,COOH,20.0,0.005,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,92.54902,N,N,N,2012,26,10.1007/s10856-012-4716-1
687,62,44,43,Iron oxide,I,COOH,20.0,0.05,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,88.039215,N,N,N,2012,26,10.1007/s10856-012-4716-1
688,63,44,44,Iron oxide,I,COOH,20.0,0.0005,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.43137,N,N,N,2012,26,10.1007/s10856-012-4716-1
689,63,44,44,Iron oxide,I,COOH,20.0,0.005,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,91.56863,N,N,N,2012,26,10.1007/s10856-012-4716-1
690,63,44,44,Iron oxide,I,COOH,20.0,0.05,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,82.15686,N,N,N,2012,26,10.1007/s10856-012-4716-1
691,62,45,43,Iron oxide,I,NH2,20.0,0.0005,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.24219,N,N,N,2012,26,10.1007/s10856-012-4716-1
692,62,45,43,Iron oxide,I,NH2,20.0,0.005,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.625,N,N,N,2012,26,10.1007/s10856-012-4716-1
693,62,45,43,Iron oxide,I,NH2,20.0,0.05,,HeLa,L,H,Human,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,79.296875,N,N,N,2012,26,10.1007/s10856-012-4716-1
694,63,45,44,Iron oxide,I,NH2,20.0,0.0005,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.80469,N,N,N,2012,26,10.1007/s10856-012-4716-1
695,63,45,44,Iron oxide,I,NH2,20.0,0.005,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,94.72656,N,N,N,2012,26,10.1007/s10856-012-4716-1
696,63,45,44,Iron oxide,I,NH2,20.0,0.05,,MG-63,L,H,Human,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,88.671875,N,N,N,2012,26,10.1007/s10856-012-4716-1
697,64,46,45,Iron oxide,I,,12.5,0.01549385593,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,24,MTT,tetrazolium salt,cell metabolic activity,97.3923,N,N,N,2004,27,10.1109/TNB.2003.820277
698,64,46,45,Iron oxide,I,,12.5,0.03098771187,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,25,MTT,tetrazolium salt,cell metabolic activity,84.941284,N,N,N,2004,27,10.1109/TNB.2003.820277
699,64,46,45,Iron oxide,I,,12.5,0.07746927967,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,26,MTT,tetrazolium salt,cell metabolic activity,72.867615,N,N,N,2004,27,10.1109/TNB.2003.820277
700,64,46,45,Iron oxide,I,,12.5,0.1549385593,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,27,MTT,tetrazolium salt,cell metabolic activity,67.59135,N,N,N,2004,27,10.1109/TNB.2003.820277
701,64,46,45,Iron oxide,I,,12.5,0.3098771187,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,28,MTT,tetrazolium salt,cell metabolic activity,49.814953,N,N,N,2004,27,10.1109/TNB.2003.820277
702,64,47,45,Iron oxide,I,PEG,45.0,0.0003320871042,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,29,MTT,tetrazolium salt,cell metabolic activity,138.72183,N,N,N,2004,27,10.1109/TNB.2003.820277
703,64,47,45,Iron oxide,I,PEG,45.0,0.0006641742084,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,30,MTT,tetrazolium salt,cell metabolic activity,131.8888,N,N,N,2004,27,10.1109/TNB.2003.820277
704,64,47,45,Iron oxide,I,PEG,45.0,0.001660435521,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,31,MTT,tetrazolium salt,cell metabolic activity,128.6427,N,N,N,2004,27,10.1109/TNB.2003.820277
705,64,47,45,Iron oxide,I,PEG,45.0,0.003320871042,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,32,MTT,tetrazolium salt,cell metabolic activity,127.77892,N,N,N,2004,27,10.1109/TNB.2003.820277
706,64,47,45,Iron oxide,I,PEG,45.0,0.006641742084,,hTERT-BJ1,L,H,Human,Fibroblast,A,Foreskin,33,MTT,tetrazolium salt,cell metabolic activity,113.213425,N,N,N,2004,27,10.1109/TNB.2003.820277
707,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,150.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,69.0,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
708,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,150.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,95.45,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
709,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,150.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.26,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
710,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,1500.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,74.53416149,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
711,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,1500.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,73.37662338,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
712,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,1500.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,70.77922078,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
713,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,15000.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,18.63354037,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
714,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,15000.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,4.545454545,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
715,65,48,46,Iron oxide,I,dimercaptosuccinic,8.5,15000.0,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,11.68831169,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043
716,7,49,5,Iron oxide,I,,13.5,0.001,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,84.26982,N,N,N,2008,29,10.1080/17458080802235765
717,7,49,5,Iron oxide,I,,13.5,0.1,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,82.371574,N,N,N,2008,29,10.1080/17458080802235765
718,7,49,5,Iron oxide,I,,13.5,1.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,61.130886,N,N,N,2008,29,10.1080/17458080802235765
719,7,49,5,Iron oxide,I,,13.5,10.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,69.08662,N,N,N,2008,29,10.1080/17458080802235765
720,7,49,5,Iron oxide,I,,13.5,100.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,78.13834,N,N,N,2008,29,10.1080/17458080802235765
721,8,49,6,Iron oxide,I,,13.5,0.001,,H4,L,H,Human,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,101.673546,N,N,N,2008,29,10.1080/17458080802235765
722,8,49,6,Iron oxide,I,,13.5,0.1,,H4,L,H,Human,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,93.43899,N,N,N,2008,29,10.1080/17458080802235765
723,8,49,6,Iron oxide,I,,13.5,1.0,,H4,L,H,Human,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,87.846344,N,N,N,2008,29,10.1080/17458080802235765
724,8,49,6,Iron oxide,I,,13.5,10.0,,H4,L,H,Human,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,84.520706,N,N,N,2008,29,10.1080/17458080802235765
725,8,49,6,Iron oxide,I,,13.5,100.0,,H4,L,H,Human,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,86.864334,N,N,N,2008,29,10.1080/17458080802235765
726,9,49,5,Iron oxide,I,,13.5,0.001,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.64653,N,N,N,2008,29,10.1080/17458080802235765
727,9,49,5,Iron oxide,I,,13.5,0.1,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.492836,N,N,N,2008,29,10.1080/17458080802235765
728,9,49,5,Iron oxide,I,,13.5,1.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,96.617325,N,N,N,2008,29,10.1080/17458080802235765
729,9,49,5,Iron oxide,I,,13.5,10.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.58113,N,N,N,2008,29,10.1080/17458080802235765
730,9,49,5,Iron oxide,I,,13.5,100.0,,SH-SY5Y,L,H,Human,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.008865,N,N,N,2008,29,10.1080/17458080802235765
731,10,49,6,Iron oxide,I,,13.5,0.001,,H4,L,H,Human,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,100.04773,N,N,N,2008,29,10.1080/17458080802235765
732,10,49,6,Iron oxide,I,,13.5,0.1,,H4,L,H,Human,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.98777,N,N,N,2008,29,10.1080/17458080802235765
733,10,49,6,Iron oxide,I,,13.5,1.0,,H4,L,H,Human,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.92608,N,N,N,2008,29,10.1080/17458080802235765
734,10,49,6,Iron oxide,I,,13.5,10.0,,H4,L,H,Human,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.65619,N,N,N,2008,29,10.1080/17458080802235765
735,10,49,6,Iron oxide,I,,13.5,100.0,,H4,L,H,Human,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.80574,N,N,N,2008,29,10.1080/17458080802235765
736,66,50,47,Iron oxide,I,PEG,120.0,0.0002801984942,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,76.6265,N,N,N,2014,30,10.1002/jbm.b.33068
737,66,50,47,Iron oxide,I,PEG,120.0,0.0008377934976,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,71.56626,N,N,N,2014,30,10.1002/jbm.b.33068
738,66,50,47,Iron oxide,I,PEG,120.0,0.0008405954825,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,44.096386,N,N,N,2014,30,10.1002/jbm.b.33068
739,66,50,47,Iron oxide,I,PEG,120.0,0.001120793977,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,31.084337,N,N,N,2014,30,10.1002/jbm.b.33068
740,66,50,47,Iron oxide,I,PEG,120.0,0.001400992471,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,27.46988,N,N,N,2014,30,10.1002/jbm.b.33068
741,67,50,48,Iron oxide,I,PEG,120.0,0.0002801984942,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,99.13043,N,N,N,2014,30,10.1002/jbm.b.33068
742,67,50,48,Iron oxide,I,PEG,120.0,0.0008377934976,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,113.04348,N,N,N,2014,30,10.1002/jbm.b.33068
743,67,50,48,Iron oxide,I,PEG,120.0,0.0008405954825,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,113.04348,N,N,N,2014,30,10.1002/jbm.b.33068
744,67,50,48,Iron oxide,I,PEG,120.0,0.001120793977,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,97.391304,N,N,N,2014,30,10.1002/jbm.b.33068
745,67,50,48,Iron oxide,I,PEG,120.0,0.001400992471,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,116.521736,N,N,N,2014,30,10.1002/jbm.b.33068
746,66,51,47,Iron oxide,I,Dextran,170.0,9.855139384e-05,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,100.481926,N,N,N,2014,30,10.1002/jbm.b.33068
747,66,51,47,Iron oxide,I,Dextran,170.0,0.0002946686676,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,104.09638,N,N,N,2014,30,10.1002/jbm.b.33068
748,66,51,47,Iron oxide,I,Dextran,170.0,0.0002956541815,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,98.313255,N,N,N,2014,30,10.1002/jbm.b.33068
749,66,51,47,Iron oxide,I,Dextran,170.0,0.0003942055754,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,98.313255,N,N,N,2014,30,10.1002/jbm.b.33068
750,66,51,47,Iron oxide,I,Dextran,170.0,0.0004927569692,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,76.6265,N,N,N,2014,30,10.1002/jbm.b.33068
751,67,51,48,Iron oxide,I,Dextran,170.0,9.855139384e-05,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,86.95652,N,N,N,2014,30,10.1002/jbm.b.33068
752,67,51,48,Iron oxide,I,Dextran,170.0,0.0002946686676,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,75.652176,N,N,N,2014,30,10.1002/jbm.b.33068
753,67,51,48,Iron oxide,I,Dextran,170.0,0.0002956541815,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,24.347826,N,N,N,2014,30,10.1002/jbm.b.33068
754,67,51,48,Iron oxide,I,Dextran,170.0,0.0003942055754,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,22.608696,N,N,N,2014,30,10.1002/jbm.b.33068
